Hechos_Id,Número De Victimas,Fecha,Año,Mes,Dia,Día Semana,Estación,Hora,Franja Horaria,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Comuna,Barrio,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Rango Etario
2016-0001,1,2016-01-01,2016,Enero,1,Viernes,Verano,04:00:00,4,AV PIEDRA BUENA Y AV FERNANDEZ DE LA CRUZ,AVENIDA,PIEDRA BUENA AV.,True,Comuna 8,Villa Riachuelo,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,19,19-25
2016-0002,1,2016-01-02,2016,Enero,2,Sábado,Verano,01:15:00,1,AV GRAL PAZ  Y AV DE LOS CORRALES,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,70,61+
2016-0003,1,2016-01-03,2016,Enero,3,Domingo,Verano,07:00:00,7,AV ENTRE RIOS 2034,AVENIDA,ENTRE RIOS AV.,False,Comuna 1,Constitucion,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,30,26-40
2016-0004,1,2016-01-10,2016,Enero,10,Domingo,Verano,00:00:00,0,AV LARRAZABAL Y GRAL VILLEGAS CONRADO,AVENIDA,LARRAZABAL AV.,True,Comuna 8,Villa Lugano,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,18,19-25
2016-0005,1,2016-01-21,2016,Enero,21,Jueves,Verano,05:20:00,5,AV SAN JUAN Y PRESIDENTE LUIS SAENZ PEÑA ,AVENIDA,SAN JUAN AV.,True,Comuna 1,Constitucion,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29,26-40
2016-0008,1,2016-01-24,2016,Enero,24,Domingo,Verano,18:30:00,18,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,True,Comuna 8,Villa Soldati,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,30,26-40
2016-0009,1,2016-01-24,2016,Enero,24,Domingo,Verano,19:10:00,19,NOGOYA Y JOAQUIN V. GONZALES,CALLE,NOGOYA,True,Comuna 11,Villa Devoto,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,29,26-40
2016-0010,1,2016-01-29,2016,Enero,29,Viernes,Verano,15:20:00,15,AV GENERAL PAZ Y AV DE LOS CORRALES,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,18,19-25
2016-0012,1,2016-02-08,2016,Febrero,8,Lunes,Verano,01:20:00,1,AV BELGRANO Y BERNARDO DE IRIGOYEN,AVENIDA,BELGRANO AV.,True,Comuna 1,Monserrat,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,22,19-25
2016-0013,1,2016-02-10,2016,Febrero,10,Miércoles,Verano,11:30:00,11,AV ENTRE RIOS 1366,AVENIDA,ENTRE RIOS AV.,False,Comuna 1,Constitucion,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,16,0-18
2016-0015,1,2016-02-14,2016,Febrero,14,Domingo,Verano,05:14:00,5,AV SCALABRINI ORTIZ Y VERA,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",True,Comuna 15,Villa Crespo,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,16,0-18
2016-0016,1,2016-02-14,2016,Febrero,14,Domingo,Verano,22:00:00,22,AV REGIMIENTO DE PATRICIOS Y QUINQUELA MARTIN BENITO,AVENIDA,REGIMIENTO DE PATRICIOS AV.,True,Comuna 4,Barracas,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,19,19-25
2016-0017,1,2016-02-15,2016,Febrero,15,Lunes,Verano,16:54:00,16,MARIANO ACOSTA Y ANA MARIA JANER,AVENIDA,"ACOSTA, MARIANO",True,Comuna 8,Villa Soldati,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,59,41-60
2016-0019,1,2016-02-17,2016,Febrero,17,Miércoles,Verano,09:30:00,9,LISANDRO DE LA TORRE Y SEVERO GARCIA GRANDE DE ZEQUEIRA ,CALLE,"DE LA TORRE, LISANDRO",True,Comuna 9,Mataderos,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,65,61+
2016-0020,1,2016-02-17,2016,Febrero,17,Miércoles,Verano,16:00:00,16,SUIPACHA 156,CALLE,SUIPACHA,False,Comuna 1,San Nicolas,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,59,41-60
2016-0021,1,2016-02-17,2016,Febrero,17,Miércoles,Verano,23:35:00,23,AV DIRECTORIO Y CURAPALIGUE,AVENIDA,DIRECTORIO AV.,True,Comuna 7,Flores,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,34,26-40
2016-0022,1,2016-02-21,2016,Febrero,21,Domingo,Verano,06:00:00,6,AV 9 DE JULIO Y ADOLFO ALSINA,AVENIDA,9 DE JULIO AV.,True,Comuna 1,Monserrat,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,41,41-60
2016-0025,1,2016-02-28,2016,Febrero,28,Domingo,Verano,04:50:00,4,AV GRAL PAZ Y AV 27 DE FEBRERO,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,34,26-40
2016-0026,1,2016-02-28,2016,Febrero,28,Domingo,Verano,07:30:00,7,HOLMBERG Y VEDIA,CALLE,HOLMBERG,True,Comuna 12,Saavedra,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,30,26-40
2016-0027,1,2016-02-28,2016,Febrero,28,Domingo,Verano,09:35:00,9,CURAPALIGUE Y AVELINO DIAZ,AVENIDA,CURAPALIGUE AV.,True,Comuna 7,Parque Chacabuco,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,34,26-40
2016-0028,1,2016-03-02,2016,Marzo,2,Miércoles,Otoño,10:00:00,10,VIAMONTE Y AV 9 DE JULIO,AVENIDA,VIAMONTE,True,Comuna 1,San Nicolas,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,50,41-60
2016-0029,1,2016-03-04,2016,Marzo,4,Viernes,Otoño,17:30:00,17,AV CABILDO Y DEHEZA,AVENIDA,CABILDO AV.,True,Comuna 12,Nuñez,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,38,26-40
2016-0031,1,2016-03-08,2016,Marzo,8,Martes,Otoño,12:30:00,12,AV GRAL PAZ Y AV CNEL ROCA,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 8,Villa Riachuelo,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,21,19-25
2016-0034,1,2016-03-12,2016,Marzo,12,Sábado,Otoño,12:30:00,12,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,"ALCORTA, AMANCIO AV.",True,Comuna 4,Nueva Pompeya,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,52,41-60
2016-0035,1,2016-03-13,2016,Marzo,13,Domingo,Otoño,06:00:00,6,AV CORRIENTES Y AV CALLAO,AVENIDA,CORRIENTES AV.,True,Comuna 3,San Nicolas,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,34,26-40
2016-0036,1,2016-03-14,2016,Marzo,14,Lunes,Otoño,00:15:00,0,HERRERA Y ARISTOBULO DEL VALLE,CALLE,HERRERA,True,Comuna 4,Barracas,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,36,26-40
2016-0037,1,2016-03-19,2016,Marzo,19,Sábado,Otoño,11:00:00,11,AV. EVA PERON Y QUIRNO,AVENIDA,LAFUENTE AV.,True,Comuna 7,Flores,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,20,19-25
2016-0038,1,2016-03-21,2016,Marzo,21,Lunes,Otoño,08:06:00,8,AV GRAL PAZ COLECTORA Y ZUVIRIA,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,29,26-40
2016-0039,1,2016-03-23,2016,Marzo,23,Miércoles,Otoño,01:50:00,1,BARTOLOME MITRE Y AV PUEYRREDON,AVENIDA,"MITRE, BARTOLOME",True,Comuna 3,Balvanera,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,20,19-25
2016-0041,2,2016-03-29,2016,Marzo,29,Martes,Otoño,11:00:00,11,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,DIRECTORIO AV.,True,Comuna 7,Flores,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,54,41-60
2016-0041,2,2016-03-29,2016,Marzo,29,Martes,Otoño,11:00:00,11,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,DIRECTORIO AV.,True,Comuna 7,Flores,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,53,41-60
2016-0043,1,2016-03-30,2016,Marzo,30,Miércoles,Otoño,18:15:00,18,DELLEPIANE LUIS TTE GRAL COLECTORA Y MURGUIONDO,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",True,Comuna 8,Villa Lugano,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,56,41-60
2016-0044,1,2016-03-31,2016,Marzo,31,Jueves,Otoño,19:40:00,19,AV JOSE MARIA MORENO Y BALBASTRO,AVENIDA,"MORENO, JOSE MARIA AV.",True,Comuna 7,Parque Chacabuco,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,24,19-25
2016-0045,1,2016-04-11,2016,Abril,11,Lunes,Otoño,10:25:00,10,AV GRAL PAZ Y AV DEL LIBERTADOR,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,16,0-18
2016-0047,1,2016-04-15,2016,Abril,15,Viernes,Otoño,05:30:00,5,LIMA 1483,CALLE,LIMA,False,Comuna 1,Constitucion,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,41,41-60
2016-0048,1,2016-04-15,2016,Abril,15,Viernes,Otoño,17:40:00,17,AV. CORRIENTES Y AV. DORREGO,AVENIDA,CORRIENTES AV.,True,Comuna 15,Chacarita,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,73,61+
2016-0049,1,2016-04-17,2016,Abril,17,Domingo,Otoño,00:00:00,0,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 0,700",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 4,Barracas,SD-SD,SD,SD,CONDUCTOR,MASCULINO,62,61+
2016-0050,1,2016-04-19,2016,Abril,19,Martes,Otoño,09:50:00,9,TIMOTEO GORDILLO Y AV FERNANDEZ DE LA CRUZ,AVENIDA,"GORDILLO, TIMOTEO",True,Comuna 8,Villa Riachuelo,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,78,61+
2016-0051,1,2016-04-20,2016,Abril,20,Miércoles,Otoño,04:00:00,4,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,"ALCORTA, AMANCIO AV.",True,Comuna 4,Nueva Pompeya,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,36,26-40
2016-0052,1,2016-04-20,2016,Abril,20,Miércoles,Otoño,20:00:00,20,AUTOPISTA LUGONES PK 10000,AUTOPISTA,"LUGONES, LEOPOLDO AV.",False,Comuna 0,Límite o Afueras,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,22,19-25
2016-0053,1,2016-04-22,2016,Abril,22,Viernes,Otoño,09:30:00,9,AV TRIUNVIRATO Y AV OLAZABAL,AVENIDA,TRIUNVIRATO AV.,True,Comuna 12,Villa Urquiza,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,38,26-40
2016-0054,1,2016-04-23,2016,Abril,23,Sábado,Otoño,21:00:00,21,AU LUIS DELLEPIANE Y AV GRAL PAZ,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,True,Comuna 0,Límite o Afueras,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,30,26-40
2016-0055,1,2016-04-25,2016,Abril,25,Lunes,Otoño,20:30:00,20,RAMON CASTILLA Y AV FIGUEROA ALCORTA,AVENIDA,"CASTILLA, RAMON, MARISCAL",True,Comuna 14,Palermo,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,79,61+
2016-0056,1,2016-04-26,2016,Abril,26,Martes,Otoño,04:45:00,4,AV LUIS MARIA CAMPOS 30,AVENIDA,"CAMPOS, LUIS M. AV.",False,Comuna 14,Palermo,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,26,26-40
2016-0058,1,2016-05-04,2016,Mayo,4,Miércoles,Otoño,14:00:00,14,LIMA 1471,CALLE,LIMA,False,Comuna 1,Constitucion,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,57,41-60
2016-0059,1,2016-05-08,2016,Mayo,8,Domingo,Otoño,16:30:00,16,PASAJE CIUDADELA Y LIMA OESTE,CALLE,CIUDADELA,True,Comuna 1,Constitucion,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,37,26-40
2016-0064,1,2016-05-14,2016,Mayo,14,Sábado,Otoño,18:11:00,18,AV JUAN B JUSTO Y AV CARRASCO,AVENIDA,"JUSTO, JUAN B. AV.",True,Comuna 10,Velez Sarsfield,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,20,19-25
2016-0065,1,2016-05-20,2016,Mayo,20,Viernes,Otoño,14:40:00,14,AV GAONA Y ESPINOSA,AVENIDA,GAONA AV.,True,Comuna 6,Caballito,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,20,19-25
2016-0067,1,2016-05-21,2016,Mayo,21,Sábado,Otoño,17:00:00,17,AV LISANDRO DE LA TORRE Y SARAZA,AVENIDA,"DE LA TORRE, LISANDRO",True,Comuna 8,Villa Lugano,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,30,26-40
2016-0068,1,2016-05-22,2016,Mayo,22,Domingo,Otoño,22:00:00,22,AV FIGUEROA ALCORTA Y AV PUEYRREDON,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",True,Comuna 2,Recoleta,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,58,41-60
2016-0069,1,2016-05-23,2016,Mayo,23,Lunes,Otoño,03:30:00,3,AV ENTRE RIOS Y PASAJE FILIBERTO,AVENIDA,ENTRE RIOS AV.,True,Comuna 3,Constitucion,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,30,26-40
2016-0073,1,2016-06-11,2016,Junio,11,Sábado,Invierno,15:00:00,15,MAGARIÑOS CERVANTES 3900,CALLE,"MAGARI?OS CERVANTES, A.",False,Comuna 10,Floresta,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,23,19-25
2016-0074,1,2016-06-12,2016,Junio,12,Domingo,Invierno,06:40:00,6,AV GRAL PAZ Y RODOLFO SCAPINO,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,60,61+
2016-0075,1,2016-06-12,2016,Junio,12,Domingo,Invierno,23:13:00,23,AUTOPISTA DELLEPIANE LUIS TTE GRAL Y MIRALLA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,True,Comuna 8,Villa Lugano,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,42,41-60
2016-0076,1,2016-06-13,2016,Junio,13,Lunes,Invierno,16:20:00,16,AV SAN MARTIN Y CAMARONES,AVENIDA,SAN MARTIN AV.,True,Comuna 15,Paternal,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,53,41-60
2016-0077,1,2016-06-13,2016,Junio,13,Lunes,Invierno,21:52:00,21,TTEG JUAN D PERON Y AVDA LEANDRO N ALEM,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",True,Comuna 1,San Nicolas,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,76,61+
2016-0078,1,2016-06-13,2016,Junio,13,Lunes,Invierno,23:01:00,23,AV BELGRANO Y AV JUJUY,AVENIDA,BELGRANO AV.,True,Comuna 3,Balvanera,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,30,26-40
2016-0079,1,2016-06-16,2016,Junio,16,Jueves,Invierno,17:13:00,17,AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 13,Nuñez,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,FEMENINO,51,41-60
2016-0080,1,2016-06-18,2016,Junio,18,Sábado,Invierno,06:42:00,6,AV GRAL PAZ Y AV RIVADAVIA,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 9,Liniers,AUTO-SD,AUTO,SD,CONDUCTOR,MASCULINO,60,61+
2016-0081,1,2016-06-22,2016,Junio,22,Miércoles,Invierno,07:42:00,7,AV CRISOLOGO LARRALDE Y MACHAIN,AVENIDA,"LARRALDE, CRISOLOGO AV.",True,Comuna 12,Saavedra,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,40,41-60
2016-0082,1,2016-06-27,2016,Junio,27,Lunes,Invierno,18:24:00,18,AV LA PLATA 2384,AVENIDA,LA PLATA AV.,False,Comuna 4,Nueva Pompeya,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,87,61+
2016-0083,1,2016-06-28,2016,Junio,28,Martes,Invierno,20:46:00,20,AV JUAN B ALBERDI Y PUAN,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 6,Caballito,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,76,61+
2016-0084,1,2016-06-29,2016,Junio,29,Miércoles,Invierno,22:00:00,22,CARLOS PELLEGRINI Y TUCUMAN,CALLE,"PELLEGRINI, CARLOS",True,Comuna 1,San Nicolas,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,57,41-60
2016-0085,1,2016-06-29,2016,Junio,29,Miércoles,Invierno,22:00:00,22,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",True,Comuna 4,Nueva Pompeya,MOTO-MOVIL,MOTO,OTRO,CONDUCTOR,MASCULINO,76,61+
2016-0086,1,2016-06-30,2016,Junio,30,Jueves,Invierno,16:10:00,16,AV OLIVERA Y RAMON FALCON,AVENIDA,OLIVERA AV.,True,Comuna 10,Velez Sarsfield,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,75,61+
2016-0087,1,2016-07-02,2016,Julio,3,Sábado,Invierno,00:10:00,0,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 1,Barracas,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,23,19-25
2016-0088,1,2016-07-11,2016,Julio,11,Lunes,Invierno,15:30:00,15,CERETTI Y NUÑEZ,CALLE,CERETTI,True,Comuna 12,Villa Urquiza,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,70,61+
2016-0089,1,2016-07-14,2016,Julio,14,Jueves,Invierno,06:40:00,6,AV LUGONES Y LA PAMPA,AUTOPISTA,"LUGONES, LEOPOLDO AV.",True,Comuna 13,Belgrano,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,35,26-40
2016-0090,1,2016-07-14,2016,Julio,14,Jueves,Invierno,22:00:00,22,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,"SALGUERO, JERONIMO",True,Comuna 5,Almagro,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,60,61+
2016-0092,1,2016-07-15,2016,Julio,15,Viernes,Invierno,11:00:00,11,AV GRAL PAZ Y AV LIBERTADOR ,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,24,19-25
2016-0093,1,2016-07-17,2016,Julio,17,Domingo,Invierno,03:30:00,3,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 6,Caballito,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,35,26-40
2016-0095,1,2016-07-23,2016,Julio,23,Sábado,Invierno,06:12:00,6,MERCEDES Y AV GRAL MOSCONI,AVENIDA,MERCEDES,True,Comuna 11,Villa Devoto,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,29,26-40
2016-0096,1,2016-07-25,2016,Julio,25,Lunes,Invierno,07:00:00,7,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,False,Comuna 8,Villa Lugano,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,25,26-40
2016-0097,1,2016-07-26,2016,Julio,26,Martes,Invierno,18:45:00,18,SOLIS Y MEXICO,CALLE,SOLIS,True,Comuna 1,Monserrat,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,80,61+
2016-0098,1,2016-07-27,2016,Julio,27,Miércoles,Invierno,16:08:00,16,AV SAN JUAN Y ALBERTI,AVENIDA,SAN JUAN AV.,True,Comuna 3,San Cristobal,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,43,41-60
2016-0099,1,2016-07-29,2016,Julio,29,Viernes,Invierno,16:00:00,16,AV GRAL MOSCONI Y AV GRAL PAZ,GRAL PAZ,MOSCONI GENERAL AV.,True,Comuna 0,Límite o Afueras,CARGAS-CARGAS,CARGAS,CARGAS,CONDUCTOR,MASCULINO,45,41-60
2016-0100,1,2016-08-03,2016,Agosto,3,Miércoles,Invierno,23:27:00,23,AV GRAL PAZ  Y DONADO,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Saavedra,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,57,41-60
2016-0101,1,2016-08-07,2016,Agosto,7,Domingo,Invierno,19:42:00,19,AV GRAL PAZ Y JORGE CHAVEZ,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 9,Liniers,SD-SD,SD,SD,CONDUCTOR,MASCULINO,67,61+
2016-0102,1,2016-08-10,2016,Agosto,10,Miércoles,Invierno,23:37:00,23,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,"PERON, EVA AV.",True,Comuna 9,Mataderos,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,29,26-40
2016-0104,1,2016-08-14,2016,Agosto,14,Domingo,Invierno,21:15:00,21,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,ZINNY,True,Comuna 9,Parque Avellaneda,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,21,19-25
2016-0105,1,2016-08-17,2016,Agosto,17,Miércoles,Invierno,00:05:00,0,AV FEDERICO LACROZE Y FRAGA,AVENIDA,"LACROZE, FEDERICO AV.",True,Comuna 15,Chacarita,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,19,19-25
2016-0106,1,2016-08-19,2016,Agosto,19,Viernes,Invierno,21:02:00,21,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,"PELLEGRINI, CARLOS",True,Comuna 1,Retiro,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,38,26-40
2016-0107,1,2016-08-20,2016,Agosto,20,Sábado,Invierno,08:22:00,8,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 4,Barracas,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21,19-25
2016-0109,1,2016-08-24,2016,Agosto,24,Miércoles,Invierno,05:45:00,5,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,AUTOPISTA PERITO MORENO,True,Comuna 9,Liniers,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,FEMENINO,53,41-60
2016-0110,1,2016-08-24,2016,Agosto,24,Miércoles,Invierno,20:21:00,20,AV ALBERDI Y CARHUE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 9,Mataderos,PEATON-SD,PEATON,SD,PEATON,MASCULINO,57,41-60
2016-0111,1,2016-08-25,2016,Agosto,25,Jueves,Invierno,09:30:00,9,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,LUGONES,True,Comuna 15,Villa Urquiza,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,26-40
2016-0112,1,2016-08-27,2016,Agosto,27,Sábado,Invierno,04:40:00,4,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 25 DE MAYO,True,Comuna 1,Constitucion,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,24,19-25
2016-0113,1,2016-08-27,2016,Agosto,27,Sábado,Invierno,16:45:00,16,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 9,Mataderos,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,60,61+
2016-0114,1,2016-08-31,2016,Agosto,31,Miércoles,Invierno,11:20:00,11,SALGUERO 1410,CALLE,"SALGUERO, JERONIMO",False,Comuna 14,Palermo,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,55,41-60
2016-0115,1,2016-09-02,2016,Septiembre,2,Viernes,Primavera,11:50:00,11,ARIAS Y TRONADOR,CALLE,ARIAS,True,Comuna 12,Saavedra,SD-CARGAS,SD,CARGAS,CONDUCTOR,MASCULINO,4,0-18
2016-0116,1,2016-09-02,2016,Septiembre,2,Viernes,Primavera,20:20:00,20,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,True,Comuna 8,Villa Soldati,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,30,26-40
2016-0117,1,2016-09-03,2016,Septiembre,3,Sábado,Primavera,15:30:00,15,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 14,Recoleta,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,43,41-60
2016-0118,1,2016-09-04,2016,Septiembre,4,Domingo,Primavera,03:30:00,3,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 1,Constitucion,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,27,26-40
