Hechos_Id,Número De Victimas,Fecha,Año,Mes,Dia,Día Semana,Estación,Hora,Franja Horaria,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Comuna,Barrio,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Rango Etario
2017-0050,2,2017-04-28,2017,Abril,28,Viernes,Otoño,11:08:08,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,False,Comuna 9,Villa Luro,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,16,0-18
2017-0051,1,2017-05-01,2017,Mayo,1,Lunes,Otoño,03:47:47,3,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,False,Comuna 7,Villa Lugano,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,33,26-40
2017-0052,1,2017-05-05,2017,Mayo,5,Viernes,Otoño,03:40:00,3,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,47,41-60
2017-0053,1,2017-05-05,2017,Mayo,5,Viernes,Otoño,20:16:22,20,VIEYTES Y VILLARINO,CALLE,VIEYTES,True,Comuna 4,Barracas,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,28,26-40
2017-0054,1,2017-05-07,2017,Mayo,7,Domingo,Otoño,21:00:00,21,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,True,Comuna 15,Parque Chas,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,20,19-25
2017-0055,1,2017-05-09,2017,Mayo,9,Martes,Otoño,08:30:00,8,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,False,Comuna 12,Villa Pueyrredon,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,32,26-40
2017-0058,1,2017-05-09,2017,Mayo,9,Martes,Otoño,23:10:00,23,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,True,Comuna 1,Retiro,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,80,61+
2017-0059,1,2017-05-11,2017,Mayo,11,Jueves,Otoño,09:24:00,9,BRASIL Y LIMA,CALLE,BRASIL,True,Comuna 1,Constitucion,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,39,26-40
2017-0060,1,2017-05-13,2017,Mayo,13,Sábado,Otoño,07:20:00,7,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,True,Comuna 8,Villa Soldati,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,30,26-40
2017-0061,1,2017-05-15,2017,Mayo,15,Lunes,Otoño,13:29:30,13,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,True,Comuna 2,Recoleta,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,47,41-60
2017-0062,1,2017-05-15,2017,Mayo,15,Lunes,Otoño,16:00:00,16,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",True,Comuna 10,Versalles,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,26-40
2017-0063,1,2017-05-17,2017,Mayo,17,Miércoles,Otoño,10:13:00,10,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,True,Comuna 1,Monserrat,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,79,61+
2017-0064,1,2017-05-20,2017,Mayo,20,Sábado,Otoño,05:00:00,5,MAIPU Y PERON,CALLE,MAIPU,True,Comuna 1,San Nicolas,CARGAS-AUTO,CARGAS,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,61,61+
2017-0065,1,2017-05-22,2017,Mayo,22,Lunes,Otoño,16:00:00,16,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,True,Comuna 4,Barracas,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,MASCULINO,21,19-25
2017-0066,1,2017-05-22,2017,Mayo,22,Lunes,Otoño,18:10:00,18,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,True,Comuna 15,Paternal,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,10,0-18
2017-0067,1,2017-05-23,2017,Mayo,23,Martes,Otoño,02:45:00,2,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,True,Comuna 6,Parque Chacabuco,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,21,19-25
2017-0068,1,2017-05-27,2017,Mayo,27,Sábado,Otoño,19:50:00,19,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",False,Comuna 8,Villa Soldati,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,32,26-40
2017-0069,1,2017-05-24,2017,Mayo,24,Miércoles,Otoño,14:15:00,14,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,39,26-40
2017-0070,1,2017-05-30,2017,Mayo,30,Martes,Otoño,13:20:00,13,NUEVA YORK  3696,CALLE,NUEVA YORK,False,Comuna 11,Villa Devoto,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,80,61+
2017-0072,1,2017-06-03,2017,Junio,3,Sábado,Invierno,23:20:00,23,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,True,Comuna 12,Villa Urquiza,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,25,26-40
2017-0073,1,2017-06-04,2017,Junio,4,Domingo,Invierno,09:00:00,9,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,True,Comuna 3,Balvanera,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,19,19-25
2017-0074,1,2017-06-04,2017,Junio,4,Domingo,Invierno,12:50:00,12,CASCO 133,CALLE,CASCO,False,Comuna 9,Liniers,SD-SD,SD,SD,CONDUCTOR,MASCULINO,70,61+
2017-0075,1,2017-06-12,2017,Junio,12,Lunes,Invierno,22:38:00,22,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,True,Comuna 1,Monserrat,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,55,41-60
2017-0076,1,2017-06-13,2017,Junio,13,Martes,Invierno,14:50:00,14,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",True,Comuna 2,Recoleta,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,30,26-40
2017-0077,1,2017-06-17,2017,Junio,17,Sábado,Invierno,23:45:00,23,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,False,Comuna 14,Palermo,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,60,61+
2017-0079,1,2017-06-19,2017,Junio,19,Lunes,Invierno,16:26:00,16,MEXICO Y DEAN FUNES,CALLE,MEXICO,True,Comuna 3,Balvanera,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,33,26-40
2017-0080,1,2017-06-22,2017,Junio,22,Jueves,Invierno,10:15:00,10,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 9,Mataderos,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,95,61+
2017-0082,1,2017-06-25,2017,Junio,25,Domingo,Invierno,22:40:00,22,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,True,Comuna 4,Constitucion,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,36,26-40
2017-0083,1,2017-07-04,2017,Julio,4,Martes,Invierno,00:25:00,0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 9,Mataderos,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,37,26-40
2017-0084,1,2017-07-05,2017,Julio,5,Miércoles,Invierno,12:49:00,12,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 2,Recoleta,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,73,61+
2017-0085,1,2017-07-07,2017,Julio,7,Viernes,Invierno,14:15:00,14,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,True,Comuna 4,Barracas,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,84,61+
2017-0086,1,2017-07-09,2017,Julio,9,Domingo,Invierno,07:30:00,7,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,True,Comuna 9,Liniers,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,30,26-40
2017-0087,1,2017-07-10,2017,Julio,10,Lunes,Invierno,10:45:00,10,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,False,Comuna 3,Balvanera,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,73,61+
2017-0088,1,2017-07-10,2017,Julio,10,Lunes,Invierno,22:30:00,22,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,True,Comuna 1,San Telmo,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,43,41-60
2017-0089,1,2017-07-13,2017,Julio,13,Jueves,Invierno,12:05:00,12,MARTINIANO LEGUIZAMON 901,CALLE,"LEGUIZAMON, MARTINIANO",False,Comuna 9,Liniers,SD-AUTO,SD,AUTO,CONDUCTOR,MASCULINO,23,19-25
2017-0090,1,2017-07-15,2017,Julio,15,Sábado,Invierno,05:15:00,5,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,CHIVILCOY AV.,True,Comuna 11,Villa Devoto,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,22,19-25
2017-0091,1,2017-07-15,2017,Julio,15,Sábado,Invierno,13:00:00,13,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,SUPERI,True,Comuna 0,Límite o Afueras,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,58,41-60
2017-0092,1,2017-07-24,2017,Julio,24,Lunes,Invierno,22:16:01,22,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,True,Comuna 1,Constitucion,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,66,61+
2017-0093,1,2017-07-25,2017,Julio,25,Martes,Invierno,16:48:40,16,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",True,Comuna 13,Belgrano,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,77,61+
2017-0094,1,2017-07-27,2017,Julio,27,Jueves,Invierno,08:50:00,8,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",False,Comuna 10,Villa Real,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,56,41-60
2017-0095,1,2017-08-06,2017,Agosto,6,Domingo,Invierno,08:00:00,8,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,True,Comuna 14,Palermo,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,36,26-40
2017-0096,1,2017-08-07,2017,Agosto,7,Lunes,Invierno,19:50:00,19,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,True,Comuna 13,Nuñez,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,87,61+
2017-0098,1,2017-08-08,2017,Agosto,8,Martes,Invierno,12:10:00,12,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",False,Comuna 7,Flores,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,61,61+
2017-0099,1,2017-08-17,2017,Agosto,17,Jueves,Invierno,19:45:00,19,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",False,Comuna 14,Palermo,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,28,26-40
2017-0100,1,2017-08-21,2017,Agosto,21,Lunes,Invierno,07:45:00,7,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,False,Comuna 3,Balvanera,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,16,0-18
2017-0101,1,2017-08-23,2017,Agosto,23,Miércoles,Invierno,10:00:00,10,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.",True,Comuna 13,Colegiales,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,61,61+
2017-0102,1,2017-08-24,2017,Agosto,24,Jueves,Invierno,01:10:00,1,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.",True,Comuna 4,Barracas,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,46,41-60
2017-0104,1,2017-08-25,2017,Agosto,25,Viernes,Invierno,09:00:00,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,True,Comuna 1,Constitucion,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,18,19-25
2017-0106,1,2017-08-31,2017,Agosto,31,Jueves,Invierno,19:50:00,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,True,Comuna 14,Palermo,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,85,61+
2017-0107,1,2017-09-01,2017,Septiembre,1,Viernes,Primavera,11:30:00,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 13,Nuñez,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,41,41-60
2017-0108,2,2017-09-02,2017,Septiembre,2,Sábado,Primavera,04:53:08,4,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Saavedra,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,17,0-18
2017-0108,2,2017-09-02,2017,Septiembre,2,Sábado,Primavera,04:53:08,4,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Saavedra,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,10,0-18
2017-0109,1,2017-09-04,2017,Septiembre,4,Lunes,Primavera,21:00:00,21,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,True,Comuna 7,Flores,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21,19-25
2017-0110,1,2017-09-06,2017,Septiembre,6,Miércoles,Primavera,14:15:00,14,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,True,Comuna 1,San Nicolas,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,56,41-60
2017-0111,1,2017-09-07,2017,Septiembre,7,Jueves,Primavera,18:23:37,18,USPALLATA Y PIROVANO,CALLE,USPALLATA,True,Comuna 4,Nueva Pompeya,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,79,61+
2017-0112,2,2017-09-10,2017,Septiembre,10,Domingo,Primavera,09:32:17,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 7,Flores,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,1,0-18
2017-0112,2,2017-09-10,2017,Septiembre,10,Domingo,Primavera,09:32:17,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 7,Flores,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,59,41-60
2017-0113,1,2017-09-11,2017,Septiembre,11,Lunes,Primavera,06:30:00,6,AV. SANTA FE Y MAIPU,AVENIDA,SANTA FE AV.,True,Comuna 1,Retiro,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,76,61+
2017-0114,1,2017-09-15,2017,Septiembre,15,Viernes,Primavera,02:30:00,2,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,ALVEAR AV.,True,Comuna 2,Recoleta,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,26,26-40
2017-0115,1,2017-09-19,2017,Septiembre,19,Martes,Primavera,18:52:33,18,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,PAVON AV.,True,Comuna 5,Boedo,MOTO-BICICLETA,MOTO,BICICLETA,CONDUCTOR,MASCULINO,34,26-40
2017-0116,1,2017-09-20,2017,Septiembre,20,Miércoles,Primavera,22:24:00,22,COLECTORA AV. GRAL. PAZ 5750,GRAL PAZ,"PAZ, GRAL. AV.",False,Comuna 12,Villa Pueyrredon,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,22,19-25
2017-0118,1,2017-09-22,2017,Septiembre,22,Viernes,Primavera,07:02:09,7,VIEYTES Y CRUZ,AVENIDA,VIEYTES,True,Comuna 4,Barracas,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,26,26-40
2017-0120,1,2017-10-02,2017,Octubre,2,Lunes,Primavera,15:55:33,15,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,True,Comuna 9,Villa Lugano,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,20,19-25
2017-0123,1,2017-10-10,2017,Octubre,10,Martes,Primavera,01:05:38,1,ALBARIÑO Y AV. ARGENTINA,AVENIDA,ALBARI?O,True,Comuna 8,Villa Lugano,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,36,26-40
2017-0124,1,2017-10-12,2017,Octubre,12,Jueves,Primavera,14:40:28,14,JUAN RAMIREZ DE VELAZCO 1211,CALLE,"RAMIREZ DE VELASCO, JUAN",False,Comuna 15,Villa Crespo,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,51,41-60
2017-0125,1,2017-10-13,2017,Octubre,13,Viernes,Primavera,06:12:20,6,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,Comuna 8,Villa Lugano,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,29,26-40
2017-0126,2,2017-10-14,2017,Octubre,14,Sábado,Primavera,06:15:00,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,True,Comuna 8,Villa Lugano,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,39,26-40
2017-0126,2,2017-10-14,2017,Octubre,14,Sábado,Primavera,06:15:00,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,True,Comuna 8,Villa Lugano,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36,26-40
2017-0127,1,2017-10-16,2017,Octubre,16,Lunes,Primavera,07:45:00,7,GALLO Y AV. CORDOBA,AVENIDA,GALLO,True,Comuna 2,Recoleta,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,24,19-25
2017-0128,1,2017-10-17,2017,Octubre,17,Martes,Primavera,12:30:00,12,DR. JUAN F. ARANGUREN 611,CALLE,"ARANGUREN, JUAN F., DR.",False,Comuna 6,Caballito,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,60,61+
2017-0129,1,2017-10-26,2017,Octubre,26,Jueves,Primavera,19:15:15,19,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,AUTOPISTA PERITO MORENO,True,Comuna 9,Parque Avellaneda,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,57,41-60
2017-0130,1,2017-10-27,2017,Octubre,27,Viernes,Primavera,05:30:00,5,CHORROARIN Y AV. SAN MARTIN,AVENIDA,CHORROARIN,True,Comuna 15,Agronomia,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,23,19-25
2017-0132,1,2017-10-30,2017,Octubre,30,Lunes,Primavera,14:00:00,14,COSQUIN Y AV. CNEL. ROCA,AVENIDA,COSQUIN,True,Comuna 8,Villa Riachuelo,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,23,19-25
2017-0134,1,2017-11-06,2017,Noviembre,6,Lunes,Primavera,18:00:00,18,AV. CNEL. ROCA 3555,AVENIDA,"ROCA, CNEL. AV.",False,Comuna 8,Villa Soldati,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,47,41-60
2017-0135,1,2017-11-07,2017,Noviembre,7,Martes,Primavera,12:14:10,12,AV. WARNES Y PUNTA ARENAS,AVENIDA,WARNES AV.,True,Comuna 15,Paternal,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,24,19-25
2017-0136,1,2017-11-16,2017,Noviembre,16,Jueves,Primavera,08:43:00,8,DEL BARCO CENTENERA Y RABANAL,AVENIDA,BARCO CENTENERA DEL,True,Comuna 4,Nueva Pompeya,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,55,41-60
2017-0137,1,2017-11-17,2017,Noviembre,17,Viernes,Primavera,11:45:00,11,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,MOSCONI GENERAL AV.,True,Comuna 11,Villa Devoto,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,60,61+
2017-0138,1,2017-11-19,2017,Noviembre,19,Domingo,Primavera,10:30:00,10,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,LAFUENTE AV.,True,Comuna 7,Flores,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,25,26-40
2017-0139,1,2017-11-19,2017,Noviembre,19,Domingo,Primavera,22:30:00,22,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,"ROCA, CNEL. AV.",True,Comuna 8,Villa Soldati,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,15,0-18
2017-0140,1,2017-11-19,2017,Noviembre,19,Domingo,Primavera,23:22:17,23,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 4,Constitucion,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,24,19-25
2017-0141,1,2017-11-23,2017,Noviembre,23,Jueves,Primavera,19:45:00,19,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,LA PLATA AV.,True,Comuna 6,Caballito,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,22,19-25
2017-0143,1,2017-11-25,2017,Noviembre,25,Sábado,Primavera,21:45:00,21,TRELLES Y GRAL. CESAR DIAZ,CALLE,"TRELLES, MANUEL R.",True,Comuna 11,Villa Gral. Mitre,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,50,41-60
2017-0144,1,2017-11-26,2017,Noviembre,26,Domingo,Primavera,06:45:00,6,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"ROCA, CNEL. AV.",True,Comuna 8,Villa Riachuelo,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,50,41-60
2017-0145,1,2017-11-26,2017,Noviembre,26,Domingo,Primavera,17:05:00,17,MAZA Y DON BOSCO,CALLE,MAZA,True,Comuna 5,Almagro,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,58,41-60
2017-0147,1,2017-11-28,2017,Noviembre,28,Martes,Primavera,11:15:00,11,AV. GRAL. PAZ Y AV. EVA PERON,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 9,Mataderos,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,49,41-60
2017-0148,1,2017-11-29,2017,Noviembre,29,Miércoles,Primavera,10:45:00,10,AV. SAN JUAN Y LA RIOJA,AVENIDA,SAN JUAN AV.,True,Comuna 3,San Cristobal,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,82,61+
2017-0149,1,2017-11-30,2017,Noviembre,30,Jueves,Primavera,12:20:00,12,AV. PASEO COLON Y MEXICO,AVENIDA,PASEO COLON AV.,True,Comuna 1,Monserrat,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,13,0-18
2017-0150,1,2017-12-04,2017,Diciembre,4,Lunes,Verano,01:15:00,1,AV. RIVADAVIA Y MIRALLA,AVENIDA,RIVADAVIA AV.,True,Comuna 9,Liniers,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,56,41-60
2017-0151,1,2017-12-04,2017,Diciembre,4,Lunes,Verano,02:15:00,2,VIEYTES Y LUJAN,CALLE,VIEYTES,True,Comuna 4,Barracas,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,23,19-25
2017-0152,1,2017-12-06,2017,Diciembre,6,Miércoles,Verano,17:30:00,17,CACHI Y TRAFUL,CALLE,CACHI,True,Comuna 4,Nueva Pompeya,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,19,19-25
2017-0153,2,2017-12-11,2017,Diciembre,11,Lunes,Verano,02:00:00,2,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,True,Comuna 6,Almagro,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,50,41-60
2017-0153,2,2017-12-11,2017,Diciembre,11,Lunes,Verano,02:00:00,2,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,True,Comuna 6,Almagro,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,26-40
2017-0154,1,2017-12-11,2017,Diciembre,11,Lunes,Verano,09:15:00,9,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,ENTRE RIOS AV.,True,Comuna 4,Constitucion,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,76,61+
2017-0155,1,2017-12-12,2017,Diciembre,12,Martes,Verano,21:25:41,21,AV. RIVADAVIA 6350,AVENIDA,RIVADAVIA AV.,False,Comuna 7,Flores,SD-MOTO,SD,MOTO,CONDUCTOR,MASCULINO,77,61+
